draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
5,150,Jordan Howard,RB,21,183,224,Indiana,647.0,3681.0,5.7,24.0,24.0,261.0,10.9,3.0,4.57,34.0,16.0,122.0,7.03,4.25
5,153,Wendell Smallwood,RB,22,178,208,West Virginia,425.0,2462.0,5.8,12.0,68.0,618.0,9.1,0.0,4.47,33.5,14.0,120.0,6.83,4.28
5,154,Jordan Payton,WR,23,185,216,UCLA,0.0,0.0,0.0,0.0,201.0,2701.0,13.4,14.0,4.47,34.5,15.0,121.0,7.08,4.33
5,156,Jonathan Williams,RB,22,183,223,Arkansas,406.0,2321.0,5.7,16.0,26.0,345.0,13.3,6.0,4.56,34.7,16.0,119.0,7.03,4.25
5,163,Trevor Davis,WR,23,185,188,California,4.0,3.0,0.8,0.0,109.0,1672.0,15.3,12.0,4.42,38.5,11.0,124.0,6.6,4.22
5,171,Alex Collins,RB,22,178,208,Arkansas,665.0,3703.0,5.6,36.0,27.0,167.0,6.2,0.0,4.59,28.5,18.0,113.0,7.03,4.25
5,172,Rashard Higgins,WR,21,185,198,Colorado St.,2.0,21.0,10.5,0.0,238.0,3648.0,15.3,31.0,4.64,32.0,13.0,116.0,6.92,4.19
6,184,Jerell Adams,TE,23,196,254,South Carolina,0.0,0.0,0.0,0.0,66.0,977.0,14.8,7.0,4.64,32.5,21.0,117.0,7.05,4.31
6,192,Kolby Listenbee,WR,22,183,183,TCU,3.0,30.0,10.0,0.0,74.0,1432.0,19.4,9.0,4.39,35.5,15.0,129.0,6.92,4.19
6,199,Cody Core,WR,22,190,210,Mississippi,5.0,87.0,17.4,0.0,83.0,1297.0,15.6,10.0,4.47,31.5,14.0,119.0,6.92,4.19
6,211,Kelvin Taylor,RB,22,178,205,Florida,486.0,2108.0,4.3,23.0,24.0,179.0,7.5,0.0,4.6,32.0,15.0,113.0,7.03,4.25
6,213,Aaron Burbridge,WR,22,185,208,Michigan St.,22.0,149.0,6.8,0.0,165.0,2174.0,13.2,10.0,4.56,30.5,20.0,115.0,7.22,4.31
7,229,Demarcus Ayers,WR,22,180,190,Houston,28.0,152.0,5.4,1.0,141.0,1686.0,12.0,9.0,4.72,33.0,15.0,123.0,6.92,4.19
7,231,Thomas Duarte,TE,21,188,241,UCLA,0.0,0.0,0.0,0.0,97.0,1626.0,16.8,17.0,4.72,33.5,12.0,118.0,6.97,4.24
7,237,Daniel Lasco,RB,23,185,205,California,348.0,1872.0,5.4,18.0,48.0,458.0,9.5,2.0,4.46,41.5,23.0,135.0,7.22,4.26
7,241,Charone Peake,WR,23,188,209,Clemson,2.0,-9.0,-4.5,0.0,99.0,1172.0,11.8,10.0,4.45,35.5,12.0,122.0,6.96,4.46
7,242,Keith Marshall,RB,22,180,222,Georgia,253.0,1379.0,5.5,12.0,24.0,225.0,9.4,3.0,4.31,30.5,25.0,119.0,7.03,4.25
7,243,Kenny Lawler,WR,22,188,195,California,2.0,15.0,7.5,0.0,143.0,1706.0,11.9,27.0,4.64,31.0,15.0,111.0,7.13,4.2
1,4,Leonard Fournette,RB,22,183,228,LSU,616.0,3830.0,6.2,40.0,41.0,526.0,12.8,1.0,4.51,28.5,20.0,119.0,7.03,4.25
1,7,Mike Williams,WR,22,193,220,Clemson,0.0,0.0,0.0,0.0,177.0,2727.0,15.4,21.0,4.48,32.5,15.0,121.0,6.92,4.19
1,8,Christian McCaffrey,RB,21,180,205,Stanford,632.0,3922.0,6.2,21.0,99.0,1206.0,12.2,10.0,4.48,37.5,10.0,121.0,6.57,4.22
1,9,John Ross,WR,22,180,190,Washington,20.0,195.0,9.8,2.0,114.0,1729.0,15.2,22.0,4.22,37.0,15.0,133.0,6.92,4.19
1,19,O.J. Howard,TE,22,198,251,Alabama,0.0,0.0,0.0,0.0,114.0,1726.0,15.1,7.0,4.51,30.0,22.0,121.0,6.85,4.16
1,23,Evan Engram,TE,23,190,240,Mississippi,0.0,0.0,0.0,0.0,162.0,2320.0,14.3,15.0,4.42,36.0,19.0,125.0,6.92,4.23
1,29,David Njoku,TE,21,193,246,Miami (FL),0.0,0.0,0.0,0.0,64.0,1060.0,16.6,9.0,4.64,37.5,21.0,133.0,6.97,4.34
2,40,Curtis Samuel,WR,21,180,195,Ohio St.,172.0,1286.0,7.5,15.0,107.0,1249.0,11.7,9.0,4.31,37.0,18.0,119.0,7.09,4.33
2,41,Dalvin Cook,RB,22,178,210,Florida St.,687.0,4464.0,6.5,46.0,79.0,935.0,11.8,2.0,4.49,30.5,22.0,116.0,7.27,4.53
2,44,Gerald Everett,TE,23,190,240,South Alabama,8.0,7.0,0.9,4.0,107.0,1584.0,14.8,13.0,4.62,37.5,22.0,126.0,6.99,4.33
2,62,JuJu Smith-Schuster,WR,20,185,215,USC,8.0,34.0,4.3,0.0,213.0,3092.0,14.5,25.0,4.54,32.5,15.0,120.0,6.92,4.19
3,67,Alvin Kamara,RB,22,178,215,Tennessee,210.0,1294.0,6.2,16.0,74.0,683.0,9.2,7.0,4.56,39.5,15.0,131.0,7.03,4.25
3,72,Taywan Taylor,WR,22,180,203,Western Kentucky,14.0,49.0,3.5,0.0,253.0,4234.0,16.7,41.0,4.5,33.5,13.0,132.0,6.57,4.21
3,79,ArDarius Stewart,WR,23,183,205,Alabama,13.0,82.0,6.3,0.0,129.0,1713.0,13.3,12.0,4.49,34.0,15.0,124.0,6.92,4.19
3,82,Carlos Henderson,WR,22,180,191,Louisiana Tech,32.0,259.0,8.1,2.0,147.0,2878.0,19.6,28.0,4.46,36.0,13.0,131.0,7.18,4.35
3,84,Chris Godwin,WR,21,185,209,Penn St.,3.0,14.0,4.7,0.0,154.0,2421.0,15.7,18.0,4.42,36.0,19.0,126.0,7.01,4.0
3,86,Kareem Hunt,RB,22,180,216,Toledo,782.0,4945.0,6.3,44.0,73.0,555.0,7.6,1.0,4.62,36.5,18.0,119.0,7.03,4.25
3,89,D'Onta Foreman,RB,21,185,236,Texas,431.0,2774.0,6.4,20.0,13.0,146.0,11.2,0.0,4.53,34.7,18.0,119.0,7.03,4.25
3,96,Kenny Golladay,WR,23,193,213,Northern Illinois,29.0,206.0,7.1,3.0,160.0,2285.0,14.3,18.0,4.5,35.5,18.0,120.0,7.0,4.15
3,100,Jonnu Smith,TE,22,190,248,Florida International,1.0,5.0,5.0,0.0,178.0,2001.0,11.2,18.0,4.62,38.0,22.0,127.0,7.14,4.18
3,105,James Conner,RB,22,185,233,Pittsburgh,668.0,3733.0,5.6,52.0,30.0,412.0,13.7,4.0,4.65,29.0,20.0,113.0,7.03,4.25
3,106,Amara Darboh,WR,23,188,215,Michigan,2.0,2.0,1.0,0.0,151.0,2062.0,13.7,14.0,4.45,36.0,17.0,124.0,6.92,4.19
4,114,Samaje Perine,RB,21,180,233,Oklahoma,685.0,4122.0,6.0,49.0,40.0,321.0,8.0,2.0,4.65,33.0,30.0,116.0,7.26,4.37
4,117,Josh Reynolds,WR,22,190,196,Texas A&M,0.0,0.0,0.0,0.0,164.0,2788.0,17.0,30.0,4.52,37.0,15.0,124.0,6.83,4.13
4,118,Mack Hollins,WR,23,193,221,North Carolina,0.0,0.0,0.0,0.0,81.0,1667.0,20.6,20.0,4.53,35.8,15.0,121.0,6.92,4.19
4,121,Joe Williams,RB,24,180,205,Utah,314.0,1884.0,6.0,13.0,20.0,191.0,9.6,0.0,4.41,35.0,14.0,125.0,7.19,4.19
4,127,Michael Roberts,TE,23,196,265,Toledo,0.0,0.0,0.0,0.0,70.0,832.0,11.9,22.0,4.86,30.0,21.0,110.0,7.05,4.51
4,128,Josh Malone,WR,21,190,205,Tennessee,2.0,11.0,5.5,0.0,104.0,1608.0,15.5,14.0,4.4,30.5,10.0,121.0,7.05,4.19
4,132,Donnel Pumphrey,RB,22,175,176,San Diego St.,1059.0,6405.0,6.0,62.0,99.0,1039.0,10.5,5.0,4.48,33.5,5.0,117.0,7.03,4.25
4,133,Ryan Switzer,WR,22,173,185,North Carolina,25.0,82.0,3.3,0.0,243.0,2903.0,11.9,19.0,4.51,32.0,11.0,116.0,6.77,4.0
4,134,Jamaal Williams,RB,22,183,213,BYU,726.0,3901.0,5.4,35.0,60.0,567.0,9.5,1.0,4.59,30.0,20.0,123.0,7.25,4.53
4,139,Jehu Chesson,WR,23,188,204,Michigan,22.0,219.0,10.0,3.0,114.0,1639.0,14.4,12.0,4.47,35.5,10.0,132.0,6.7,4.09
4,140,Wayne Gallman,RB,22,183,210,Clemson,675.0,3416.0,5.1,34.0,66.0,486.0,7.4,2.0,4.6,29.5,21.0,120.0,7.17,4.28
4,141,Chad Hansen,WR,22,188,202,California,0.0,0.0,0.0,0.0,111.0,1498.0,13.5,12.0,4.53,35.0,11.0,119.0,6.74,4.13
4,143,Marlon Mack,RB,21,183,210,South Florida,586.0,3609.0,6.2,32.0,65.0,498.0,7.7,1.0,4.5,35.5,15.0,125.0,7.03,4.25
5,146,George Kittle,TE,23,193,250,Iowa,0.0,0.0,0.0,0.0,48.0,737.0,15.4,10.0,4.52,35.0,18.0,132.0,7.14,4.33
5,150,Jordan Leggett,TE,22,196,258,Clemson,0.0,0.0,0.0,0.0,112.0,1598.0,14.3,18.0,4.74,33.0,18.0,114.0,7.12,4.33
5,154,Jeremy Sprinkle,TE,23,196,252,Arkansas,2.0,5.0,2.5,0.0,71.0,921.0,13.0,11.0,4.69,29.0,21.0,116.0,7.14,4.33
5,156,Brian Hill,RB,21,185,219,Wyoming,775.0,4287.0,5.5,35.0,41.0,403.0,9.8,0.0,4.54,34.0,15.0,125.0,7.03,4.32
5,162,Jeremy McNichols,RB,21,175,205,Boise St.,571.0,3205.0,5.6,44.0,103.0,1089.0,10.6,11.0,4.49,35.5,20.0,121.0,6.93,4.28
5,166,Shelton Gibson,WR,22,180,191,West Virginia,2.0,29.0,14.5,0.0,84.0,1898.0,22.6,17.0,4.5,32.0,8.0,118.0,6.83,4.2
5,170,Rodney Adams,WR,22,185,189,South Florida,40.0,375.0,9.4,7.0,136.0,1976.0,14.5,16.0,4.44,29.5,8.0,125.0,6.98,4.28
5,172,Isaiah McKenzie,WR,22,173,173,Georgia,37.0,329.0,8.9,4.0,60.0,823.0,13.7,7.0,4.42,36.0,11.0,123.0,6.64,4.15
5,177,Trent Taylor,WR,23,173,180,Louisiana Tech,0.0,0.0,0.0,0.0,327.0,4179.0,12.8,32.0,4.63,33.0,13.0,117.0,6.74,4.01
5,179,T.J. Logan,RB,23,178,196,North Carolina,398.0,2165.0,5.4,19.0,76.0,663.0,8.7,4.0,4.37,33.5,17.0,121.0,7.03,4.25
5,182,Aaron Jones,RB,22,175,208,Texas-El Paso,658.0,4114.0,6.3,33.0,71.0,646.0,9.1,7.0,4.56,37.5,16.0,127.0,6.82,4.2
6,201,Bucky Hodges,TE,22,198,257,Virginia Tech,21.0,89.0,4.2,1.0,133.0,1747.0,13.1,20.0,4.57,39.0,18.0,134.0,7.14,4.45
6,209,Robert Davis,WR,22,190,212,Georgia St.,1.0,3.0,3.0,0.0,222.0,3391.0,15.3,17.0,4.44,41.0,19.0,136.0,6.82,4.28
7,219,Stacy Coley,WR,23,183,195,Miami (FL),8.0,125.0,15.6,1.0,166.0,2218.0,13.4,20.0,4.45,34.0,10.0,122.0,6.92,4.19
7,237,Isaiah Ford,WR,21,188,189,Virginia Tech,17.0,84.0,4.9,0.0,210.0,2967.0,14.1,24.0,4.61,35.5,14.0,127.0,6.94,4.34
7,239,Noah Brown,WR,21,188,225,Ohio St.,1.0,-4.0,-4.0,0.0,33.0,411.0,12.5,7.0,4.48,35.8,19.0,121.0,7.07,4.33
7,242,Elijah Hood,RB,21,180,230,North Carolina,430.0,2580.0,6.0,29.0,40.0,211.0,5.3,0.0,4.53,34.7,18.0,119.0,7.03,4.25
7,247,Malachi Dupre,WR,21,188,196,LSU,0.0,0.0,0.0,0.0,98.0,1609.0,16.4,14.0,4.52,39.5,11.0,135.0,7.19,4.26
7,249,Chris Carson,RB,22,180,222,Oklahoma St.,213.0,1076.0,5.1,13.0,30.0,298.0,9.9,1.0,4.58,37.0,23.0,130.0,7.03,4.25
7,252,Matthew Dayes,RB,23,175,205,North Carolina St.,550.0,2856.0,5.2,34.0,98.0,937.0,9.6,6.0,4.47,28.0,18.0,109.0,7.03,4.25
1,2,Saquon Barkley,RB,21,180,233,Penn St.,671.0,3843.0,5.7,43.0,102.0,1195.0,11.7,8.0,4.4,41.0,29.0,119.0,7.03,4.24
1,24,D.J. Moore,WR,21,180,215,Maryland,17.0,125.0,7.4,1.0,146.0,2027.0,13.9,17.0,4.42,39.5,15.0,132.0,6.95,4.07
1,25,Hayden Hurst,TE,25,193,245,South Carolina,11.0,39.0,3.5,1.0,100.0,1281.0,12.8,3.0,4.67,31.5,21.0,120.0,7.19,4.37
1,26,Calvin Ridley,WR,23,185,190,Alabama,8.0,40.0,5.0,1.0,224.0,2781.0,12.4,19.0,4.43,31.0,15.0,110.0,6.88,4.41
1,27,Rashaad Penny,RB,22,180,220,San Diego St.,488.0,3656.0,7.5,38.0,42.0,479.0,11.4,6.0,4.46,32.5,13.0,120.0,7.03,4.25
1,31,Sony Michel,RB,23,180,215,Georgia,590.0,3613.0,6.1,33.0,64.0,621.0,9.7,6.0,4.54,34.7,22.0,119.0,7.03,4.21
2,35,Nick Chubb,RB,22,180,227,Georgia,758.0,4769.0,6.3,44.0,31.0,361.0,11.6,4.0,4.52,38.5,29.0,128.0,7.09,4.25
2,40,Courtland Sutton,WR,22,190,218,SMU,1.0,2.0,2.0,1.0,195.0,3220.0,16.5,31.0,4.54,35.5,18.0,124.0,6.57,4.11
2,42,Mike Gesicki,TE,22,198,245,Penn St.,0.0,0.0,0.0,0.0,129.0,1481.0,11.5,15.0,4.54,41.5,22.0,129.0,6.76,4.1
2,43,Kerryon Johnson,RB,21,180,206,Auburn,519.0,2494.0,4.8,32.0,55.0,478.0,8.7,2.0,4.53,40.0,11.0,126.0,7.07,4.29
2,47,Christian Kirk,WR,21,180,200,Texas A&M,23.0,120.0,5.2,0.0,234.0,2856.0,12.2,26.0,4.47,35.5,20.0,115.0,7.09,4.45
2,51,Anthony Miller,WR,23,180,190,Memphis,31.0,148.0,4.8,3.0,238.0,3590.0,15.1,37.0,4.48,35.8,22.0,121.0,6.92,4.19
2,59,Derrius Guice,RB,21,180,225,LSU,471.0,3074.0,6.5,29.0,32.0,250.0,7.8,3.0,4.49,31.5,15.0,119.0,7.03,4.25
2,60,James Washington,WR,22,180,213,Oklahoma St.,9.0,70.0,7.8,1.0,226.0,4472.0,19.8,39.0,4.54,34.5,14.0,120.0,7.11,4.32
3,71,Royce Freeman,RB,22,183,229,Oregon,947.0,5621.0,5.9,60.0,79.0,814.0,10.3,4.0,4.54,34.0,17.0,118.0,6.9,4.16
3,81,Michael Gallup,WR,22,185,198,Colorado St.,4.0,15.0,3.8,0.0,176.0,2690.0,15.3,21.0,4.51,36.0,10.0,122.0,6.95,4.37
3,86,Mark Andrews,TE,22,196,256,Oklahoma,0.0,0.0,0.0,0.0,112.0,1765.0,15.8,22.0,4.67,31.0,17.0,113.0,7.34,4.38
4,101,Ian Thomas,TE,22,190,260,Indiana,0.0,0.0,0.0,0.0,28.0,404.0,14.4,5.0,4.74,36.0,21.0,123.0,7.15,4.2
4,103,Keke Coutee,WR,21,180,180,Texas Tech,8.0,17.0,2.1,1.0,159.0,2424.0,15.2,17.0,4.43,34.5,14.0,113.0,6.93,4.15
4,104,Nyheim Hines,RB,21,175,198,North Carolina St.,258.0,1400.0,5.4,13.0,89.0,933.0,10.5,1.0,4.38,35.5,20.0,119.0,7.18,4.35
4,105,Antonio Callaway,WR,21,180,200,Florida,8.0,51.0,6.4,1.0,89.0,1399.0,15.7,7.0,4.41,34.0,15.0,121.0,6.92,4.19
4,112,Mark Walton,RB,21,178,202,Miami (FL),395.0,2006.0,5.1,26.0,56.0,624.0,11.1,2.0,4.6,31.5,18.0,118.0,7.03,4.25
4,113,DaeSean Hamilton,WR,23,185,203,Penn St.,10.0,22.0,2.2,0.0,214.0,2842.0,13.3,18.0,4.48,34.5,15.0,118.0,6.84,4.15
4,123,Durham Smythe,TE,22,198,248,Notre Dame,0.0,0.0,0.0,0.0,28.0,381.0,13.6,6.0,4.81,31.0,18.0,110.0,7.17,4.23
4,131,Kalen Ballage,RB,22,188,237,Arizona St.,450.0,1984.0,4.4,27.0,82.0,684.0,8.3,2.0,4.46,33.5,15.0,122.0,6.91,4.35
5,156,Troy Fumagalli,TE,23,196,247,Wisconsin,0.0,0.0,0.0,0.0,135.0,1627.0,12.1,7.0,4.74,33.7,14.0,116.0,7.14,4.33
5,162,Jordan Lasley,WR,21,185,213,UCLA,4.0,-6.0,-1.5,0.0,113.0,1901.0,16.8,14.0,4.5,34.5,8.0,112.0,6.92,4.19
5,165,Jaylen Samuels,TE,22,183,225,North Carolina St.,182.0,1107.0,6.1,28.0,201.0,1851.0,9.2,19.0,4.54,34.5,18.0,121.0,6.93,4.28
5,169,Jordan Wilkins,RB,24,185,216,Mississippi,279.0,1751.0,6.3,14.0,32.0,322.0,10.1,1.0,4.53,36.0,16.0,117.0,7.03,4.27
6,176,John Kelly,RB,21,178,205,Tennessee,327.0,1573.0,4.8,15.0,43.0,350.0,8.1,0.0,4.53,35.0,15.0,120.0,7.13,4.51
6,185,Deon Cain,WR,22,188,202,Clemson,1.0,-5.0,-5.0,0.0,130.0,2040.0,15.7,20.0,4.43,33.5,11.0,115.0,6.71,4.37
6,191,Dylan Cantrell,WR,24,190,226,Texas Tech,1.0,3.0,3.0,1.0,158.0,1873.0,11.9,18.0,4.59,38.5,18.0,130.0,6.56,4.03
6,207,Equanimeous St. Brown,WR,21,196,214,Notre Dame,0.0,0.0,0.0,0.0,92.0,1484.0,16.1,13.0,4.48,35.8,20.0,121.0,6.92,4.19
6,208,Cedrick Wilson,WR,22,196,188,Boise St.,12.0,20.0,1.7,0.0,139.0,2640.0,19.0,18.0,4.55,37.0,9.0,121.0,6.89,4.23
6,210,Braxton Berrios,WR,22,175,190,Miami (FL),4.0,72.0,18.0,0.0,100.0,1175.0,11.8,14.0,4.48,35.8,11.0,121.0,6.92,4.19
7,224,Javon Wims,WR,23,193,215,Georgia,0.0,0.0,0.0,0.0,62.0,910.0,14.7,8.0,4.53,33.5,15.0,113.0,7.0,4.19
7,228,Marcell Ateman,WR,23,193,216,Oklahoma St.,1.0,1.0,1.0,0.0,146.0,2466.0,16.9,13.0,4.62,34.0,13.0,121.0,7.07,4.25
7,236,Bo Scarbrough,RB,21,185,235,Alabama,267.0,1512.0,5.7,20.0,21.0,131.0,6.2,0.0,4.52,40.0,14.0,129.0,7.03,4.34
7,250,Ryan Izzo,TE,22,196,255,Florida St.,0.0,0.0,0.0,0.0,54.0,761.0,14.1,6.0,4.94,33.0,18.0,110.0,7.15,4.43
7,251,Justin Jackson,RB,23,183,199,Northwestern,1142.0,5440.0,4.8,41.0,122.0,858.0,7.0,1.0,4.52,38.5,13.0,122.0,6.81,4.07
7,253,Auden Tate,WR,21,196,228,Florida St.,0.0,0.0,0.0,0.0,65.0,957.0,14.7,16.0,4.68,31.0,15.0,112.0,6.92,4.19
7,256,Trey Quinn,WR,22,183,200,SMU,3.0,11.0,3.7,0.0,136.0,1512.0,11.1,13.0,4.55,33.5,17.0,116.0,6.91,4.19
